id,brand,product_name,condition,last_sale,last_sale_size,lowest_ask,highest_bid,since_last_sale_dollar,since_last_sale_percent,colorway,retail_price,release_date,high_52_week,low_52_week,low_12_month_trade,high_12_month_trade,volatility,num_sales_12_month,price_premium_12_month,avg_sale_price_12_month
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger 3m grey,New,--,--,¥21600,¥6800,0,0,Metal Grey/Silver Metallic/Metal Grey,130,05/01/2020,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger jet set tokyo,New,¥20600,8,--,¥10100,0,0,Core Black/Cloud White/Hi-Res Purple,150,03/30/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger triple white (2020),New,--,--,¥18500,¥6300,0,0,Cloud White/Cloud White/Cloud White,130,06/07/2020,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger 3m cloud white,New,¥9000,10.5,¥7300,¥10500,+700,8,Cloud White/Cloud White/Cloud White,130,10/03/2019,13200,3200,7100,10900,20.7,72,-34.6,"7,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger triple white,New,¥7400,11,¥11500,¥7300,-3100,-30,Cloud White/Crystal White/Crsytal White,130,04/11/2019,16700,5400,4700,10200,37.4,70,-46.2,"9,900"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger triple grey,New,¥5400,4,¥8800,¥15800,-6800,-56,Grey/Grey One/Grey Two,130,04/11/2019,12700,5300,2500,8400,55.7,7,-60.8,"8,400"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger 3m silver metallic,New,¥8300,8,¥6900,¥5700,+3600,77,Silver Metallic/Silver Metallic/Core Black,130,02/01/2020,9000,4700,6400,10200,22.7,5,-40.0,"7,000"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger grey two,New,¥14000,9.5,¥14000,¥6800,+7100,103,Grey Two/Cloud White/Power Blue,130,--,14000,6900,11300,16600,18.9,4,1.5,"9,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger royal grey black,New,¥4300,11.5,¥8400,¥3100,-2100,-33,Team Royal Blue/Grey One/Cloud White,130,01/01/2020,23300,4300,-3100,11600,175.5,4,-69.2,"11,400"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger silver metallic blue,New,¥6400,12/13W,¥7400,--,-2100,-25,Core Black / Silver Metallic / Cloud White,130,--,10400,6400,4700,8100,26.1,3,-53.8,"8,400"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger amber tint,New,¥6900,11,¥16400,¥4200,-1500,-19,Amber Tint/Orbit Grey/Hi/Res Red,130,--,8500,6900,6200,7700,11.5,2,-50.0,"7,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger chalk white,New,¥11500,11,¥14800,¥10000,+1200,11,Chalk White/Off White/Ecru Tint,130,--,11500,10400,11000,12200,5.0,2,-16.2,"11,000"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger hi-res red,New,¥8500,11.5,¥8500,¥4700,0,0,Core Black / Cloud White / Hi-Res Red,130,--,8500,8500,7600,9300,--,2,-38.5,"8,500"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger silver metallic pink,New,¥12700,9.5/10.5W,¥10100,¥2600,0,0,Core Black / Silver Metallic / Cloud White,130,--,12700,12700,11400,14000,--,1,-7.7,"12,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger 3m red,New,--,--,¥11400,--,0,0,Hi-Res Red/Silver Metallic/Hi-Res Red,130,05/01/2020,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger jet set shanghai,New,--,--,--,¥2600,0,0,Core Black/Cloud White/Hi-Res Yellow,150,03/30/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger cloud white crystal,New,¥12400,7/8W,¥9700,--,0,0,Cloud White / Cloud White / Crystal White,130,--,12400,12400,11100,13600,--,1,-10.0,"12,400"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger white black red,New,--,--,¥10700,--,0,0,Cloud White/Core Black/Hi-Res Red,130,01/01/2020,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas superstar lunar new year (2020),New,¥9100,10.5,¥9000,¥9300,+1200,14,Core Black/Gold Metallic/Cloud White,100,--,13800,5300,7400,10700,17.8,35,-14.4,"8,900"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas rivalry hi star wars chewbacca,New,¥18600,8.5,¥23700,¥26300,-1800,-9,Brown/Beige/Brown,--,--,57300,18600,11100,26100,40.3,41,--,"26,600"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas havana size?,New,¥28700,9.5,¥23200,¥23300,+5500,24,Light Blue/Light Pink/Gum,--,--,40900,18200,24700,32600,13.9,60,--,"28,400"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas zx 2k boost star wars han solo,New,¥11300,9.5,¥11300,¥20000,-5000,-31,Core Black/Core Black/Sand,--,--,39600,10500,6500,16200,42.8,137,--,"17,300"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas top ten hi star wars c-3po,New,¥17200,11.5,¥13600,¥20000,+5500,47,Gold Metallic/Core Black/Gum,90,--,31700,10500,13600,20800,20.8,123,81.1,"18,600"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas yung-1 cloud white,New,¥8000,13,¥4500,¥11500,-1300,-15,Running White/Running White/Cloud White,120,09/13/2018,19300,2900,5000,10900,37.0,513,-37.5,"7,400"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas tennis hu pharrell williams triple white,New,¥11100,10,¥9900,¥10500,-2200,-17,Cloud White/Cloud White/Chalk White,110,06/14/2018,19100,5800,9000,13200,19.1,336,-4.5,"12,600"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas cordoba size? manchester,New,¥34200,9.5,¥22200,¥26400,+15000,77,Purple/Violet/Gum,--,--,48500,15900,28400,40000,16.9,91,--,"34,100"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas pro model olive green,New,¥4800,12,¥3900,¥5300,-1500,-25,Olive Green/White-Gold Metallic,90,--,10100,3700,3900,5600,17.4,42,-50.0,"5,500"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas ozweego raf simons bright yellow night navy,New,¥33800,5,¥21100,¥31600,-21200,-39,Bright Yellow/Night Navy/Night Navy,400,09/20/2018,56200,19200,21800,45800,35.6,105,-20.0,"31,500"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas ultra tech dragon ball z vegeta,New,¥31700,10.5,¥14300,¥47400,+25400,408,Running White/Collegiate Royal/Bold Gold,160,11/24/2018,63300,6300,21200,42100,33.1,548,87.5,"20,500"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas superstar foundation black/white/black,New,¥5700,12,¥4300,¥4200,+1500,35,Black/White/Black,80,--,41300,2700,4800,6700,16.4,333,-32.5,"5,500"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas ozweego raf simons tacros dark blue,New,¥21000,8,¥28600,¥31600,0,0,Tacros/Dark Blue/Dark Blue,400,09/20/2018,36900,10600,14200,27900,32.6,200,-50.3,"24,300"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas deerupt white grey,New,¥11600,10,¥6200,¥9400,+5300,83,White/Grey,160,03/10/2018,11600,4300,9900,13400,15.4,103,-31.2,"6,900"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas stan smith mickey mouse,New,¥15100,7,¥8000,¥13100,+6600,76,Cloud White/Core Black/Cloud White,120,--,29000,5300,12900,17300,14.6,281,19.0,"12,200"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas yung-1 collegiate navy,New,¥6300,10,¥4300,¥9100,-3100,-33,Chalk White/Core Black/Collegiate Navy,130,06/20/2018,20800,4300,3700,8700,39.4,138,-55.0,"8,200"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas tennis hu pharrell holi green,New,¥11600,8,¥5800,¥4700,+4800,69,Bright Green/Running White/Running White,110,03/16/2018,11700,2700,9400,13900,18.7,97,0.1,"6,000"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas boston x r1 never made pack,New,¥8500,13,¥7400,¥6400,-2100,-20,Bold Onix/Clear Onix/Footwear White,160,10/24/2018,17900,3700,6200,10800,27.5,95,-50.0,"8,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas tennis hu v2 pharrell core black,New,¥9500,11,¥9200,¥10500,-11400,-55,Core Black/Carbon/Footwear White,130,--,27100,7400,5700,13300,39.6,65,-30.8,"12,200"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas ozweego 3 raf simons burgundy,New,¥40100,9,¥35000,¥42100,-18900,-32,Collegiate Burgundy/Maroon/Scarlet,350,01/01/2018,82900,18000,26900,53300,33.0,61,8.6,"38,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger core black white,New,¥4600,12,¥4700,¥4400,-200,-4,Core Black/Core Black/Carbon,130,--,8500,3200,4200,5000,9.4,62,-66.9,"5,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas deerupt raw sand,New,¥6400,14,¥4300,¥4700,+2900,82,Raw Sand/Pale Nude/Grey Four,100,01/01/2018,9000,3500,5100,7600,19.6,47,-40.0,"6,000"
