id,brand,product_name,condition,last_sale,last_sale_size,lowest_ask,highest_bid,since_last_sale_dollar,since_last_sale_percent,colorway,retail_price,release_date,high_52_week,low_52_week,low_12_month_trade,high_12_month_trade,volatility,num_sales_12_month,price_premium_12_month,avg_sale_price_12_month
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas blackburn spzl nightsafe,New,--,--,¥136200,¥5000,0,0,Collegiate Green/Scarlet/Night Indigo,125,10/04/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas ar trainer recon pack,New,--,--,¥7300,--,0,0,Cloud White/Cloud White/Off White,100,06/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nemeziz 19.1 fg shock pink,New,--,--,¥12700,--,0,0,Shock Pink/Core Black/Shock Pink,225,01/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas falcon core black shock pink (w),New,--,--,¥14200,--,0,0,Core Black/Core Black/Shock Pink,100,04/11/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas gsg 9.2 triple black,New,--,--,¥19500,¥10300,0,0,Core Black/Core Black/Core Black,190,01/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas dame 5 star wars (youth),New,--,--,¥10600,--,0,0,Core Black/Core Black/Core Black,--,11/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas pulseboost hd missoni black white,New,--,--,¥12400,¥3100,0,0,Core Black/Core Black/Footwear White,200,10/29/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas terrex free hiker orange black,New,--,--,--,¥8400,0,0,Orange/Black,--,04/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas yung-1 night jungle mint,New,--,--,¥18600,--,0,0,Core Black/Core Black/Core Black,130,11/16/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas pro adversary low 2019 white yellow black,New,--,--,¥10600,--,0,0,Cloud White/Shock Pink/Core Black,80,01/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas sc premiere oktoberfest prost,New,--,--,¥23200,¥18200,0,0,Off White/Off White/Off White,--,09/20/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas superstar metallic iridescent (w),New,¥7500,7.5,--,¥3900,0,0,Cloud White/Silver Metallic/Ecru Tint,90,05/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas zx 4000 sesame,New,¥14800,12,¥11200,--,0,0,Sesame/Clear Brown/Core Black,120,03/08/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas busenitz vulc cloud white yellow gum,New,--,--,--,¥7300,0,0,Cloud White/Yellow/Gum,70,11/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas marquee boost white black active gold,New,--,--,¥9500,¥3600,0,0,Cloud White/Core Black/Active Gold,130,01/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nemeziz messi 19.3 fg 15 year bold aqua gold,New,¥9600,10,--,--,0,0,Bold Aqua/Gold Metallic/Cloud White,--,01/01/2019,9600,9600,8700,10700,--,1,--,"9,600"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas kamanda clear green,New,--,--,--,--,0,0,Clear Green/Crystal White/Cloud White,150,06/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas lxcon cloud white collegiate purple,New,--,--,¥9600,--,0,0,Cloud White/Cloud White/Collegiate Purple,120,11/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas continental 80 toy story 4 forky (youth),New,¥5800,4.5,--,¥3100,0,0,Cloud White/Bright Red/Bright Cyan,65,06/21/2019,9500,4300,5200,6500,10.8,103,-15.4,"5,200"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas adilette pride (2019),New,¥7300,9,--,¥3100,+1200,18,Cloud White/Orange/Scarlet,45,06/01/2019,15300,4800,4300,10400,41.3,9,53.3,"7,000"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas terrex free hiker gore-tex charcoal glow blue (w),New,¥13800,7.5W,¥26400,¥8200,-4200,-24,Charcoal Solid Grey/Grey Two/Glow Blue,250,09/02/2019,18000,10600,11000,16500,19.8,4,-48.0,"14,500"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas hypersleek cloud white (w),New,¥4300,8,--,--,-8400,-67,Cloud White/Off White/Crystal White,130,01/24/2019,14300,4300,200,8400,96.6,4,-69.2,"11,200"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas falcon triple blue (w),New,¥6700,8,--,¥5100,+1400,26,Blue Tint/Global Blue/Real Blue,100,06/01/2019,6700,5300,6100,7300,9.7,3,-37.0,"5,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas harden vol. 4 royal bright blue,New,¥10600,12,--,¥13100,-5200,-33,Collegiate Royal/Cloud White-Bright Blue,130,10/19/2019,15900,10600,8100,13100,23.6,3,-23.1,"14,100"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger white ice mint (w),New,¥9500,8.5,--,¥6800,0,0,Chalk White/Cloud White/Ice Mint,140,05/04/2019,9500,9500,8600,10500,--,1,-35.7,"9,500"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas sleek core black crystal white (w),New,¥3700,6,¥19000,--,0,0,Core Black/Core Black/Crystal White,80,02/28/2019,3700,3700,3400,4200,--,1,-56.3,"3,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas 3st.004 cloud white core black,New,¥8500,9.5,¥36900,--,-1500,-16,Cloud White/Core Black/Gum,120,02/07/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas sleek mid core black crystal white (w),New,--,--,¥20100,¥7300,0,0,Core Black/Core Black/Crystal White,90,03/27/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas sl7600 triple white,New,--,--,--,--,0,0,White/White/White,--,03/19/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas solecourt boost parely blue spirit,New,--,--,--,--,0,0,Blue Spirit/Cloud White/Blue Spirit,140,01/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas zx torsion boost parley linen,New,--,--,--,--,0,0,Off-White/Linen/Linen Green,150,09/30/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas dame 6 black red (ps),New,--,--,¥17800,--,0,0,Core Black/Core Black/Shock Red,--,11/28/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas pod-s3.1 cloud white core black blue shank,New,--,--,--,--,0,0,Cloud White/Cloud White/Core Black,100,08/13/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas terrex free hiker grey pink blue,New,¥11100,10,--,¥15200,+1600,17,Grey/Pink/Blue,200,02/22/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas falcon ice mint (w),New,¥5300,7.5W,¥6900,--,0,0,Ice Mint/Ice Mint/Core Black,100,04/11/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas hoops mid 2.0 black grey (gs),New,--,--,--,¥2600,0,0,Core Black/Grey Six/Grey Four,55,11/01/2019,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas y-3 kaiwa icon orange black,New,¥28000,10,¥24800,¥21000,-7500,-21,Icon Orange/Black/Cloud White,400,08/22/2019,36900,15500,23700,32300,15.5,32,-33.8,"24,000"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas samba adilette raf simons,New,¥9300,10,¥4300,¥8900,+400,4,Core Black/Cloud White/Bright Blue,130,06/14/2019,13200,3700,6400,12300,31.8,9,-32.3,"8,400"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas continental 80 pride (2019),New,¥8500,11,¥7400,¥7900,+600,7,Chalk White/Multi-Color/Chalk White,80,06/01/2019,16900,3200,5400,11500,36.5,177,-0.1,"6,600"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas continental 80 donald glover off white,New,¥20300,9.5,¥10500,¥28400,-6100,-23,Off White/Grey Three/Cloud White,100,04/26/2019,32200,3200,14600,26000,28.3,120,92.0,"14,300"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas zx torsion packer shoes mega violet,New,¥13000,9,¥12700,¥12600,-1700,-12,Brown/Ink/Core Brown,150,10/12/2019,25600,8500,9200,16800,29.5,75,-18.0,"13,200"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas ozweego x-model pack,New,¥10600,11,¥7100,¥7300,+2200,25,Footwear White/Scream Green/Footwear White,120,05/18/2019,18200,5300,9200,12000,12.7,68,-16.7,"9,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger 3m cloud white,New,¥9000,10.5,¥7300,¥10500,+700,8,Cloud White/Cloud White/Cloud White,130,10/03/2019,13200,3200,7100,10900,20.7,72,-34.6,"7,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas nite jogger triple white,New,¥7400,11,¥11500,¥7300,-3100,-30,Cloud White/Crystal White/Crsytal White,130,04/11/2019,16700,5400,4700,10200,37.4,70,-46.2,"9,900"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas speedfactory am4 pat mahomes showtime,New,¥21100,13,¥19000,¥21000,-14800,-41,Cloud White/Cloud White/Core Black,150,09/24/2019,36000,10600,15900,26400,25.0,57,33.3,"19,300"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas rivalry hi knicks (2019),New,¥11600,10,¥11300,¥11500,+200,1,White/Orange/Royal,110,02/08/2019,26400,5300,7100,16200,39.3,63,--,"9,500"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas lacombe donald glover off white,New,¥20100,12.5,¥10500,¥15800,-6300,-24,Off White/Hi-Res Green/Cloud White,90,04/26/2019,30900,6400,13300,26800,33.5,58,111.1,"14,400"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas rivalry lo social status king peach,New,¥13200,9.5,¥10500,¥52700,0,0,Peach/Gold/White,90,09/28/2019,20100,2800,11900,14600,10.7,49,38.9,"11,400"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas kamanda triple black,New,¥11600,9,¥7400,¥15800,+2700,30,Core Black/Core Black/Carbon,130,03/01/2019,12700,4300,9300,14100,20.1,39,-15.0,"8,400"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas harden vol. 4 royal white,New,¥10600,14,--,¥12100,-1400,-12,Collegiate Royal/Cloud White/Bright Blue,130,10/19/2019,18800,8500,9400,11700,10.5,44,-23.1,"11,300"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas continental 80 arizona green tea ginseng,New,¥24800,8.5,¥23800,¥26300,+3700,17,Green/Gold/Black,200,07/18/2019,33800,14800,21600,28100,13.2,44,17.5,"21,600"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas yung-1 wanto,New,¥8600,11,¥16900,¥9400,-4200,-33,Core Black/Core Black/Core Black,180,05/30/2019,18000,7400,6300,10900,27.2,41,-55.2,"11,500"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas samba pleasures,New,¥9400,10.5,¥9500,¥10500,-1100,-11,Core Black/Core Black/Footwear White,--,03/20/2019,15400,6900,8000,10900,16.0,36,--,"9,500"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas adilette eric emanuel floral,New,¥12000,10,¥16400,¥12100,-700,-6,Sand/Customized/Cloud White,65,04/27/2019,18000,2700,9200,14700,22.8,35,73.8,"7,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas novaturbo gardening club,New,¥8000,12,¥8000,¥10500,0,0,Branch/Silver Metallic,150,10/12/2019,16900,5300,7200,8700,9.5,27,-50.0,"9,000"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas y-3 kaiwa knit black white,New,¥23800,11,¥42100,¥21100,+2700,13,Core Black/Footwear White/Core Black,400,04/01/2019,36300,21100,19700,27900,17.1,25,-43.8,"26,200"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas y-3 fyw s-97 off white black,New,¥23600,4.5,¥23600,¥11000,-6000,-20,Off White/Black/Footwear White,400,07/18/2019,29600,8900,18200,28900,22.8,23,-44.3,"19,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas resto mod eric emanuel linen green night,New,¥8500,11.5,¥10500,¥8400,-5200,-38,Linen/Green Night/Raw Pink,180,04/27/2019,13800,7400,6800,10200,19.4,23,-55.6,"9,900"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas yung-1 arizona iced tea lemonade,New,¥14800,10,¥21100,¥21000,-3600,-20,Chalk/Pink/Teal,200,07/18/2019,36900,10600,6700,22900,55.3,20,-30.0,"21,200"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas crazy byw cloud white grey one,New,¥8500,9,¥7400,¥5700,-5300,-39,Cloud White/Grey One/Crystal White,150,05/01/2019,15900,4300,5600,11300,33.1,18,-46.7,"8,400"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas yung-1 core black hi res yellow,New,¥6900,8,¥5300,¥2600,-1100,-15,Core Black/Core Black/Hi-Res Yellow,120,07/01/2019,30100,3200,-100,13800,100.8,17,-45.9,"7,000"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas zx torsion footpatrol,New,¥7400,10,¥6900,¥4900,0,0,White/Solar Yellow/Ash Grey,150,09/11/2019,11100,5300,6700,8200,10.5,19,-53.3,"7,700"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas kamanda bed jw ford,New,¥13100,9,--,¥10400,0,0,Core Black/Core Black/Silver Metallic,--,09/20/2019,23800,7600,11700,14500,10.2,19,--,"13,000"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas zx 500 rm commonwealth fnf,New,¥9500,9,¥12200,¥18900,+1100,13,Purple/Navy,170,02/02/2019,19000,6300,6500,12600,32.3,16,-47.1,"11,700"
