id,brand,product_name,condition,last_sale,last_sale_size,lowest_ask,highest_bid,since_last_sale_dollar,since_last_sale_percent,colorway,retail_price,release_date,high_52_week,low_52_week,low_12_month_trade,high_12_month_trade,volatility,num_sales_12_month,price_premium_12_month,avg_sale_price_12_month
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas pro bounce 18 low andrew wiggins,New,¥5300,9,--,¥3100,0,0,Core Black/Red/Footwear White,110,09/28/2018,5300,5300,4800,5800,--,1,-54.5,"5,300"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas d rose 4.5 black/black/lstsca,New,¥4300,11.5,--,¥5200,0,0,Black/Black/Lstsca,140,--,4300,4300,3800,4700,--,1,-71.4,"4,300"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas harden vol. 2 texas a&m,New,¥15900,11,¥26400,¥15200,0,0,Maroon/Stone/Running White,140,03/10/2018,15900,15900,14300,17400,--,1,7.1,"15,900"
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas crazy explosive 2017 low gradient,New,¥16100,10,--,¥7300,+9800,153,--,140,07/22/2017,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas harden vol. 2 power red,New,¥10600,10.5,--,¥7900,-2600,-20,Power Red/Running White/Core Black,140,03/10/2018,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas crazy explosive 2017 linen,New,--,--,--,¥4200,0,0,Linen/Grey/Trace Khaki,150,01/01/2017,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas d rose 773 iv 4 dark green,New,--,--,--,¥3100,0,0,Dark Green/Core Black White,105,--,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas team signature commander kevin garnett,New,--,--,--,¥21000,0,0,--,1017,06/08/2008,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas d rose 773 2 forest,New,--,--,--,¥8400,0,0,Forest/Running White Black1,115,--,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas d rose 773 2 light maroon,New,--,--,--,¥2800,0,0,Light Maroon/Running White Black1,115,--,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas d lillard 1 rip city,New,¥7400,12,--,¥7300,0,0,Core Black/Footwear White/Scarlet,105,10/19/2015,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas d rose 4.5 iridescent,New,--,--,--,¥10500,0,0,Night Shale/Green/Slime,140,05/01/2014,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas d rose 773 2 black one,New,--,--,¥31100,¥6300,0,0,Black One/Running White Tech Grey,115,--,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas dame 3 maroon,New,--,--,¥15900,¥4700,0,0,Maroon/ White Grey Two,100,--,--,--,--,--,--,--,--,--
adidas-yeezy-boost-350-v2-multi-color-f-f,adidas,adidas mutombo tr block runwhite/black,New,--,--,¥13800,--,0,0,Runwhite/Black,100,--,--,--,--,--,--,--,--,--
