id,brand,model,product_name,condition,last_sale,last_sale_size,lowest_ask,highest_bid,since_last_sale_dollar,since_last_sale_percent,colorway,retail_price,release_date,high_52_week,low_52_week,low_12_month_trade,high_12_month_trade,volatility,num_sales_12_month,price_premium_12_month,avg_sale_price_12_month,period
adidas-rs-replicant-ozweego-raf-simons-colonial-blue,adidas,rs,adidas rs replicant ozweego raf simons colonial blue,New,21100.0,7.5,24300.0,16700.0,-15800.0,-43.0,Core Black/Colonial Blue/Core Black,57585.0,2018-03-15,36900.0,8500.0,15300.0,26900.0,27.7,21.0,-63.6,19300.0,948.0
adidas-eqt-running-guidance-solebox,adidas,eqt,adidas eqt running guidance solebox,New,18700.0,9,20600.0,16700.0,-3400.0,-16.0,,14134.5,2014-12-06,23200.0,18700.0,16800.0,20600.0,10.0,4.0,31.1,20900.0,2143.0
adidas-ultra-boost-reigning-champ-grey,adidas,ultra,adidas ultra boost 3.0 reigning champ grey,New,21100.0,12,20600.0,19400.0,600.0,3.0,,20940.0,2017-04-07,35100.0,17900.0,16500.0,25800.0,21.8,51.0,,22900.0,1290.0
adidas-adistar-comp-a-d,adidas,adistar,adidas adistar comp a/d,New,3300.0,10.5,4800.0,3100.0,-300.0,-9.0,,16752.0,2017-09-21,7000.0,3300.0,1600.0,5000.0,50.4,3.0,-80.6,4700.0,1123.0
adidas-ultra-boost-20-core-black-night-metallic,adidas,ultra,adidas ultra boost 20 core black night metallic,New,10700.0,7.5,9300.0,10000.0,400.0,3.0,Core Black/Night Metallic/Cloud White,18846.0,2019-12-06,19000.0,5300.0,10200.0,11200.0,5.2,749.0,-43.9,11000.0,317.0
adidas-alphabounce-reflective-grey,adidas,alphabounce,adidas alphabounce reflective grey,New,6900.0,10.5,,,0.0,0.0,,11517.0,2017-02-15,6900.0,6900.0,6300.0,7600.0,,1.0,-40.9,6900.0,1341.0
adidas-nmd-r1-green-camo,adidas,nmd,adidas nmd r1 green camo,New,15200.0,11,14800.0,11100.0,-600.0,-4.0,Ash Silver/Ash Silver/Solar Red,13611.0,2018-10-29,20300.0,5300.0,12600.0,17900.0,17.4,43.0,10.8,11100.0,720.0
adidas-ultra-boost-2-city-white,adidas,ultra,adidas ultra boost 2 city white,New,16300.0,8.5,16400.0,18900.0,6400.0,64.0,Cloud White/Cloud White/Collegiate Navy,18846.0,2019-06-01,30200.0,9000.0,12300.0,20300.0,24.4,384.0,-14.4,17200.0,505.0
adidas-nmd-cs1-gore-tex-dark-burgundy,adidas,nmd,adidas nmd cs1 gore-tex dark burgundy,New,17800.0,8,,15800.0,4400.0,33.0,Dark Burgundy/Core Black/Cardboard,23976.3,2018-01-27,22700.0,13200.0,14300.0,21200.0,19.8,6.0,-26.8,15800.0,995.0
adidas-y-3-kaiwa-black-white-sole,adidas,y-3,adidas y-3 kaiwa black white sole,New,29600.0,11.5,29500.0,21600.0,-2100.0,-7.0,Core White/Black/Footwear White,41880.0,2019-06-20,50600.0,15500.0,19800.0,39400.0,33.3,38.0,-30.0,25000.0,486.0
adidas-pulseboost-hd-monocle-raw-khaki,adidas,pulseboost,adidas pulseboost hd monocle raw khaki,New,16100.0,7.5,9300.0,10500.0,5500.0,52.0,Raw Khaki/Raw Khaki/Active Gold,31410.0,2019-12-14,21400.0,10100.0,12900.0,19200.0,19.6,20.0,-49.3,15900.0,309.0
adidas-nmd-r1-stlt-stealth-pack-core-black,adidas,nmd,adidas nmd r1 stlt stealth pack core black,New,6300.0,10,6400.0,5300.0,-3100.0,-34.0,Core Black/Grey Two/Grey Five,14658.0,2018-07-01,14300.0,5400.0,4200.0,8400.0,33.5,74.0,-57.9,8600.0,840.0
adidas-pulseboost-hd-core-black,adidas,pulseboost,adidas pulseboost hd core black,New,6900.0,7.5,5300.0,5200.0,-2400.0,-26.0,Core Black/Grey/Solar Red,14658.0,,9300.0,5700.0,5800.0,8000.0,14.8,26.0,-53.6,6500.0,
adidas-zx-8000-charlie-fall-of-the-wall,adidas,zx,adidas zx 8000 charlie fall of the wall,New,27200.0,13,29100.0,20400.0,2200.0,9.0,Neo White/Neo White/Core Black,20416.5,2014-11-08,27200.0,25100.0,26200.0,28300.0,4.0,2.0,32.3,26200.0,2171.0
adidas-micropacerxr1-camo,adidas,micropacerxr1,adidas micropacerxr1 camo,New,14200.0,11,9500.0,8400.0,3700.0,35.0,Core Black/Metallic Silver/Sesame,20940.0,2019-01-01,16300.0,4800.0,11600.0,16800.0,18.2,27.0,-32.9,9300.0,656.0
adidas-eqt-support-adv-white-black,adidas,eqt,adidas eqt support adv white black,New,9500.0,12,12700.0,11400.0,-6200.0,-40.0,,11517.0,2016-12-03,16900.0,9500.0,7300.0,11700.0,23.0,7.0,-18.2,13600.0,1415.0
adidas-yung-96-core-black-legend-ivy,adidas,yung-96,adidas yung-96 core black legend ivy,New,3500.0,7.5,5000.0,3100.0,-700.0,-17.0,Core Black/Legend Ivy/Raw Ochre,10470.0,2018-12-06,4300.0,3500.0,3200.0,3900.0,10.6,2.0,-67.0,3900.0,682.0
adidas-superstar-cloud-white-real-pink-gs,adidas,superstar,adidas superstar cloud white real pink (gs),New,4200.0,5.5,3700.0,2800.0,1000.0,31.0,Cloud White/Real Pink/Real Pink,7329.0,2020-03-26,6400.0,3200.0,3200.0,5200.0,23.6,7.0,-43.8,4600.0,206.0
adidas-superstar-gold-metallic-w,adidas,superstar,adidas superstar gold metallic (w),New,15900.0,8,16900.0,16200.0,-1000.0,-6.0,Gold Metallic/Gold Metallic/Cloud White,20940.0,2020-02-28,58000.0,8500.0,9100.0,22700.0,42.9,35.0,-24.9,21000.0,233.0
adidas-4d-run-signal-coral,adidas,4d,adidas 4d run signal coral,New,10600.0,9,8200.0,10100.0,1400.0,15.0,Footwear White/Footwear White/Signal Coral,31410.0,,41900.0,4500.0,7600.0,13500.0,28.0,138.0,-66.7,14300.0,
adidas-eqt-guidance-93-pusha-t-black-market,adidas,eqt,"adidas eqt guidance '93 pusha t ""black market""",New,14800.0,10,12700.0,13100.0,-3900.0,-21.0,,20940.0,2015-11-27,22800.0,7400.0,11300.0,18300.0,23.8,41.0,-30.0,14300.0,1787.0
adidas-supercourt-aero-blue,adidas,supercourt,adidas supercourt aero blue,New,5600.0,11,5300.0,2600.0,0.0,0.0,Aero Blue/Aero Blue/Crystal White,9423.0,,5600.0,5600.0,5100.0,6300.0,,1.0,-40.8,5600.0,
adidas-handball-top-white-red-royal,adidas,handball,adidas handball top white red royal,New,19300.0,9,16900.0,16800.0,-100.0,-1.0,Vintage White/Tactile Red/Bright Royal,10470.0,2017-10-25,19400.0,10600.0,15900.0,22800.0,17.9,7.0,83.0,16000.0,1089.0
adidas-stan-smith-primeknit-white-green,adidas,stan,adidas stan smith primeknit white green,New,7100.0,9,7100.0,7900.0,1000.0,16.0,,15705.0,2016-04-15,20100.0,4500.0,6200.0,8200.0,13.9,75.0,-55.0,11100.0,1647.0
adidas-ultra-boost-4-show-your-stripes-cloud-white,adidas,ultra,adidas ultra boost 4.0 show your stripes cloud white,New,16900.0,9.0,21000.0,19000.0,-2100.0,-11.0,Cloud White/Tech Ink/Ash Pearl,18846.0,2018-07-01,24800.0,9500.0,14300.0,19500.0,15.6,127.0,-11.1,16400.0,840.0
adidas-yung-96-off-white-solar-green,adidas,yung-96,adidas yung-96 off white solar green,New,4400.0,13,3200.0,2500.0,1400.0,46.0,Clear Brown/Off White/Solar Green,10470.0,2018-09-20,12800.0,2700.0,1500.0,7200.0,66.5,32.0,-59.0,5600.0,759.0
adidas-barricade-boost-2017-pharrell-golden-era,adidas,barricade,adidas barricade boost 2017 pharrell golden era,New,10100.0,9,8000.0,11000.0,1900.0,22.0,,15705.0,2017-08-31,10100.0,8000.0,9200.0,10900.0,8.2,5.0,-36.5,8500.0,1144.0
adidas-top-ten-hi-triple-crown,adidas,top,adidas top ten hi triple crown,New,27500.0,12,,21000.0,0.0,0.0,Collegiate Navy/Collegiate Orange/Footwear White,9423.0,2014-11-22,27500.0,27500.0,24700.0,30200.0,,1.0,188.9,27500.0,2157.0
adidas-energy-boost-run-thru-time,adidas,energy,adidas energy boost run thru time,New,15900.0,8.5,9000.0,10500.0,1300.0,9.0,,16752.0,2017-07-19,21100.0,3700.0,11100.0,20600.0,29.9,13.0,-6.3,10600.0,1187.0
adidas-pulseboost-hd-missoni-core-black,adidas,pulseboost,adidas pulseboost hd missoni core black,New,10600.0,10,10100.0,12400.0,3200.0,43.0,Core Black/Footwear White/Active Orange,20940.0,2019-10-29,22200.0,4100.0,8600.0,12600.0,19.2,69.0,-50.0,10200.0,355.0
adidas-ultra-boost-20-silver-metallic,adidas,ultra,adidas ultra boost 20 silver metallic,New,12000.0,13.0,15500.0,11500.0,-6000.0,-34.0,Silver Metallic/Silver Metallic/Silver Metallic,18846.0,2020-06-09,23200.0,10600.0,9400.0,14500.0,20.9,31.0,-37.2,14700.0,131.0
adidas-superstar-white-black-2019,adidas,superstar,adidas superstar white black (2019),New,6300.0,9.5,4800.0,4900.0,800.0,13.0,Cloud White/Core Black/Cloud White,8376.0,2019-12-01,8400.0,3700.0,5300.0,7100.0,14.2,25.0,-26.7,5800.0,322.0
adidas-eqt-support-93-xeno,adidas,eqt,adidas eqt support 93 xeno,New,8000.0,9.5,9500.0,8300.0,0.0,0.0,,16752.0,2016-11-04,8000.0,8000.0,7200.0,8800.0,,1.0,-53.1,8000.0,1444.0
adidas-eqt-support-mid-adv-black-equipment-yellow,adidas,eqt,adidas eqt support mid adv black equipment yellow,New,10500.0,8.5,6900.0,4700.0,2600.0,32.0,Core Black/Equipment Yellow/Footwear White,16752.0,2018-04-11,13800.0,6900.0,7800.0,13100.0,25.3,4.0,-38.1,9700.0,921.0
adidas-ultra-boost-2020-iss-us-national-lab-dash-grey,adidas,ultra,adidas ultra boost 2020 iss us national lab dash grey,New,9700.0,9.5,9900.0,13700.0,100.0,1.0,Dash Grey/Grey Three/Blue Violet Metallic,18846.0,2019-12-05,23800.0,8000.0,7800.0,11600.0,19.5,1267.0,-49.0,12500.0,318.0
adidas-aw-turnout-bball-alexander-wang-cloud-white-core-black,adidas,aw,adidas aw turnout bball alexander wang cloud white core black,New,20900.0,10,29200.0,17300.0,3700.0,21.0,Cloud White/Cloud White/Core Black,26175.0,2018-11-14,40300.0,9000.0,18500.0,23300.0,11.7,39.0,-20.8,17100.0,704.0
adidas-yung-96-carbon-solar-yellow,adidas,yung-96,adidas yung-96 carbon solar yellow,New,7000.0,10,4100.0,,2900.0,70.0,Carbon/Grey/Solar Yellow,10470.0,2018-09-20,12700.0,3100.0,4500.0,9600.0,37.3,17.0,-33.8,6400.0,759.0
adidas-zx-flux-xeno-all-star-black,adidas,zx,adidas zx flux xeno all star black,New,16000.0,11,12600.0,10500.0,3500.0,28.0,,12564.0,2015-02-13,24800.0,9700.0,13400.0,18500.0,15.8,49.0,25.8,16000.0,2074.0
adidas-samba-og-core-black-hi-res-orange,adidas,samba,adidas samba og core black hi res orange,New,9600.0,9.5,9500.0,7300.0,-3200.0,-25.0,Core Black/Hi-Res Orange/Gold Metallic,9423.0,2020-01-01,12800.0,4300.0,6600.0,12600.0,31.7,6.0,0.6,7800.0,291.0
adidas-aw-bball-lo-alexander-wang-green-night,adidas,aw,adidas aw bball lo alexander wang green night,New,13200.0,14,31700.0,13100.0,-1000.0,-7.0,,26175.0,2017-11-24,21100.0,5300.0,9500.0,16900.0,27.9,57.0,-50.0,10300.0,1059.0
adidas-ultra-boost-4pt0-grey-black-yellow,adidas,ultra,adidas ultra boost 4.0 grey black yellow,New,7400.0,9.5,7400.0,9400.0,0.0,0.0,Grey Three/Grey Six/Core Black,18846.0,,13200.0,5400.0,6200.0,8700.0,17.3,228.0,-61.1,8700.0,
adidas-pulseboost-hd-winter-black-grey-solar-yellow,adidas,pulseboost,adidas pulseboost hd winter black grey solar yellow,New,6400.0,9.5,7400.0,6800.0,0.0,0.0,Core Black/Grey Two/Solar Yellow,14658.0,2019-10-10,6400.0,6400.0,5700.0,7000.0,,1.0,-57.1,6400.0,374.0
adidas-crazy-byw-hu-pharrell-white-silver-royal,adidas,crazy,adidas crazy byw hu pharrell white silver royal,New,15900.0,10,14300.0,10500.0,0.0,0.0,Cloud White/Silver Metallic/Collegiate Royal,26175.0,2020-09-11,15900.0,15900.0,14300.0,17400.0,,1.0,-40.0,15900.0,37.0
adidas-stan-smith-pharrell-linen-green,adidas,stan,adidas stan smith pharrell linen green,New,8200.0,8.5,6200.0,5300.0,-4200.0,-34.0,,9423.0,2017-08-10,12400.0,8200.0,6100.0,10300.0,26.0,2.0,-14.4,10300.0,1165.0
adidas-t-mac-millennium-black-gold,adidas,t-mac,adidas t-mac millennium black gold,New,8000.0,9.5,8300.0,6500.0,-500.0,-6.0,Core Black/Gold Metallic/Solid Grey,16752.0,2019-01-04,10600.0,4600.0,6600.0,9300.0,17.0,47.0,-53.1,6700.0,653.0
adidas-zx-torsion-bright-cyan,adidas,zx,adidas zx torsion bright cyan,New,7500.0,10,4800.0,4300.0,1200.0,18.0,Bright Cyan/Linen Green/Blue,14658.0,2019-07-11,30400.0,4800.0,6300.0,8800.0,17.0,113.0,-49.5,8000.0,465.0
adidas-yeezy-boost-350-v2-citrin-reflective,adidas,yeezy,adidas yeezy boost 350 v2 citrin (reflective),New,40700.0,8.5,29300.0,67200.0,1600.0,4.0,Citrin/Citrin/Citrin,23034.0,2019-09-23,76400.0,19300.0,31100.0,50300.0,23.7,2962.0,75.5,38100.0,391.0
adidas-crazy-2-nike-kobe-home,adidas,crazy,adidas crazy 2 kobe home,New,31700.0,8.5,36800.0,16300.0,10600.0,50.0,,13087.5,2014-07-01,31700.0,21100.0,27800.0,35600.0,12.5,5.0,140.0,27600.0,2301.0
adidas-don-issue-2-multi-color,adidas,d.o.n.,adidas d.o.n. issue 2 multi-color,New,23800.0,11,19000.0,22100.0,2700.0,13.0,Shock Pink/Semi Solar Slime/Glory Purple,10470.0,2020-09-07,23800.0,9500.0,18500.0,29000.0,22.4,6.0,125.0,15200.0,41.0
adidas-terrex-agravic-boa-white-mountaineering,adidas,terrex,adidas terrex agravic boa white mountaineering,New,11000.0,11.5,12200.0,17900.0,1800.0,20.0,Core Black/Core Black/Collegiate Royal,20940.0,2019-05-17,11000.0,7400.0,9900.0,12200.0,10.4,15.0,-48.0,8800.0,520.0
adidas-d-rose-3-5-year-of-the-snake,adidas,d.rose,adidas d.rose 3.5 year of the snake,New,15900.0,11,26900.0,10500.0,-4200.0,-21.0,,18846.0,2013-01-24,20100.0,15900.0,13900.0,17900.0,12.6,3.0,-16.7,17200.0,2824.0
adidas-nmd-primeknit-all-black,adidas,nmd,adidas nmd r1 primeknit all black,New,12700.0,8,19000.0,13700.0,-5700.0,-31.0,,17799.0,2016-03-17,23200.0,4300.0,9300.0,16100.0,26.9,20.0,-29.4,15000.0,1676.0
adidas-superstar-sean-wotherspoon-superearth,adidas,superstar,adidas superstar sean wotherspoon superearth,New,14900.0,11,14300.0,21100.0,-400.0,-3.0,Cloud White/Cloud White/Off White,11517.0,2020-08-29,90100.0,13000.0,13400.0,16400.0,9.7,3571.0,28.2,19500.0,50.0
adidas-yung-96-chasm-core-black-semi-coral,adidas,yung-96,adidas yung-96 chasm core black semi coral,New,3700.0,7,3200.0,2700.0,0.0,0.0,Core Black/Semi Coral/Solar Red,10470.0,2019-06-01,6300.0,3200.0,3000.0,4500.0,21.2,22.0,-65.0,4100.0,505.0
adidas-adilette-2-pharrell-pink,adidas,adilette,adidas adilette 2 pharrell pink,New,10600.0,11,10600.0,8900.0,1100.0,11.0,Hyper Pop/Hyper Pop/Hyper Pop,9423.0,2019-09-01,19100.0,6400.0,7400.0,13800.0,29.6,117.0,11.1,11000.0,413.0
adidas-superstar-adicolor-sun-glow,adidas,superstar,adidas superstar adicolor sun glow,New,10600.0,8,,10500.0,-500.0,-5.0,Sun Glow/Sun Glow/Sun Glow,9423.0,2016-04-11,14300.0,8900.0,8600.0,12600.0,18.5,5.0,11.1,10800.0,1651.0
adidas-samba-cp-company-red,adidas,tobacco,adidas tobacco c.p. company red,New,26000.0,9,31400.0,27400.0,-2100.0,-8.0,St Brick/Red Night/Surf Red,11517.0,2018-08-24,34700.0,16200.0,19900.0,32200.0,23.8,12.0,123.8,29100.0,786.0
adidas-alphaedge-4d-cloud-white,adidas,alphaedge,adidas alphaedge 4d cloud white,New,28900.0,9.5,15600.0,20300.0,11300.0,64.0,Cloud White/Cloud White/Carbon,31410.0,2019-05-31,47500.0,10600.0,25100.0,32800.0,13.2,557.0,-8.5,19700.0,506.0
adidas-harden-vol-2-ls-grey-five,adidas,harden,adidas harden vol. 2 ls grey five,New,6900.0,10,6300.0,5200.0,1500.0,26.0,Grey Five/Core Black/Running White,16752.0,2018-06-29,12700.0,3900.0,4900.0,8900.0,30.0,39.0,-59.4,6300.0,842.0
adidas-y-3-kusari-2-white-black-red,adidas,y-3,adidas y-3 kusari 2 white black red,New,18500.0,9.5,25400.0,13700.0,-9100.0,-33.0,Footwear White/Black/Lush Red,41880.0,2018-01-01,31700.0,10600.0,15200.0,21800.0,17.8,29.0,-56.3,22800.0,1021.0
adidas-alphabounce-motion-capture,adidas,alphabounce,adidas alphabounce motion capture,New,6900.0,10.5,10000.0,11300.0,0.0,0.0,,10470.0,2016-06-20,16100.0,3900.0,3500.0,10300.0,49.1,22.0,-35.0,9300.0,1581.0
adidas-climacool-1-cmf-white-white-black,adidas,climacool,adidas climacool 1 cmf white/white-black,New,11000.0,7.5,11000.0,7400.0,-3700.0,-25.0,White/White-Black,12564.0,,14800.0,9000.0,9000.0,13000.0,18.0,9.0,-13.3,12000.0,
adidas-continental-80-grey-two-grey-one,adidas,continental,adidas continental 80 grey two grey one,New,5300.0,9.5,5800.0,8100.0,-4200.0,-44.0,Grey Two/Grey One/Scarlet,8376.0,2019-01-01,12300.0,2700.0,2800.0,7800.0,48.3,77.0,-37.5,5800.0,656.0
adidas-yeezy-boost-950-peyote,adidas,yeezy,adidas yeezy boost 950 peyote,New,79200.0,9,84400.0,79200.0,21200.0,37.0,,61249.5,2015-10-29,79200.0,40100.0,67400.0,91000.0,15.0,8.0,28.4,55800.0,1816.0
adidas-ultra-boost-atr-mid-oreo,adidas,ultra,adidas ultra boost atr mid oreo,New,16900.0,11.5,13500.0,15800.0,2900.0,20.0,,23034.0,2017-09-21,23200.0,6500.0,14100.0,19800.0,16.9,84.0,-27.3,12800.0,1123.0
adidas-ultra-boost-white-reflective,adidas,ultra,adidas ultra boost 2.0 white reflective,New,36900.0,10.5,20300.0,27500.0,8500.0,30.0,,20940.0,2016-10-26,45400.0,13800.0,31900.0,42000.0,13.8,183.0,75.0,25100.0,1453.0
adidas-harden-vol-2-indiana,adidas,harden,adidas harden vol. 2 indiana,New,13800.0,7.5,,14200.0,1100.0,8.0,Running White/Victory Red/Grey,14658.0,2018-03-10,13800.0,12700.0,13200.0,14300.0,3.6,3.0,-7.1,13400.0,953.0
adidas-stockholm-gore-tex-burgundy,adidas,stockholm,adidas stockholm gore-tex burgundy,New,10400.0,9,28900.0,16700.0,0.0,0.0,,14553.300000000001,2017-12-13,10400.0,10400.0,9400.0,11400.0,,1.0,-29.2,10400.0,1040.0
adidas-rivalry-lo-social-status-king-peach,adidas,rivalry,adidas rivalry lo social status king peach,New,13200.0,9.5,10500.0,52700.0,0.0,0.0,Peach/Gold/White,9423.0,2019-09-28,20100.0,2800.0,11900.0,14600.0,10.7,49.0,38.9,11400.0,386.0
adidas-harden-volume-1-disruptor,adidas,harden,adidas harden vol. 1 disruptor,New,31700.0,9.5,23800.0,14200.0,19800.0,165.0,,14658.0,2017-01-28,31700.0,8500.0,25700.0,37700.0,19.0,11.0,114.3,16800.0,1359.0
adidas-handball-top-off-white-carbon,adidas,handball,adidas handball top off white carbon,New,10600.0,11,14600.0,,1100.0,11.0,Off White/Carbon/Clear Brown,12564.0,2019-01-01,10600.0,9300.0,10100.0,11100.0,5.0,6.0,-16.7,10200.0,656.0
adidas-harden-vol-2-ls-core-black,adidas,harden,adidas harden vol. 2 ls core black,New,5800.0,11,12700.0,12600.0,-1100.0,-17.0,Core Black/Cloud White/Gold Metallic,16752.0,2018-06-29,17700.0,5600.0,1400.0,10300.0,76.5,6.0,-65.6,9900.0,842.0
adidas-nmd-r1-colour-static-rainbow,adidas,nmd,adidas nmd r1 colour static rainbow,New,15900.0,5,15900.0,18900.0,-4200.0,-21.0,,17799.0,2017-11-11,29500.0,9500.0,12000.0,19800.0,24.8,82.0,-11.8,18800.0,1072.0
adidas-samba-stan-smith-raf-simons-black-white-bright-blue,adidas,samba,adidas samba stan smith raf simons black white bright blue,New,18400.0,9.5,19500.0,15000.0,-1500.0,-8.0,Core Black/Cloud White/Bright Blue,29316.0,2019-04-12,28200.0,6900.0,13300.0,23400.0,27.6,27.0,-37.8,18700.0,555.0
adidas-harden-vol-3-marvel-iron-man,adidas,harden,adidas harden vol. 3 marvel iron man,New,19500.0,13,9000.0,13700.0,9500.0,95.0,Scarlet/Collegiate Burgundy/Gold Metallic,15705.0,2019-04-26,27300.0,5300.0,16300.0,22800.0,16.7,163.0,23.3,14300.0,541.0
adidas-yung-1-leopard,adidas,yung-1,adidas yung-1 leopard,New,8000.0,11.5,9600.0,6800.0,0.0,0.0,Core Black/Off White/Simple Brown,12564.0,2020-02-01,8000.0,8000.0,7200.0,8800.0,,1.0,-37.5,8000.0,260.0
adidas-nmd-r1-trail-white-mountaineering-black-white,adidas,nmd,adidas nmd r1 trail white mountaineering black white,New,29100.0,13.5,15900.0,10500.0,10700.0,58.0,,21987.0,2017-07-15,29100.0,13200.0,24300.0,34000.0,16.6,9.0,31.6,18500.0,1191.0
adidas-new-york-spezial-granite,adidas,new,adidas new york spezial granite,New,8500.0,11,,11300.0,0.0,0.0,Granite/Clear Grey/Clear Brown,15705.0,2015-03-12,8500.0,8500.0,7600.0,9300.0,,1.0,-46.7,8500.0,2047.0
adidas-ozweego-core-black-reflective,adidas,ozweego,adidas ozweego core black reflective,New,14300.0,5.5,12400.0,10500.0,3700.0,35.0,Core Black/Core Black/Night Metallic,11517.0,2019-12-26,21300.0,7300.0,11500.0,17000.0,19.0,14.0,22.7,15900.0,297.0
adidas-yzy-qntm-barium,adidas,yeezy,adidas yeezy qntm barium,New,23700.0,13.5,20600.0,28900.0,-3900.0,-14.0,Barium/Barium/Barium,26175.0,2020-06-25,81700.0,14300.0,20000.0,27300.0,15.8,5205.0,-10.4,33800.0,115.0
adidas-sobakov-grey-suede,adidas,sobakov,adidas sobakov grey suede,New,8000.0,11,5600.0,6000.0,600.0,7.0,Grey Three/Grey Four/Grey Two,12564.0,2018-12-01,12700.0,2700.0,6400.0,9500.0,19.6,40.0,-37.5,6800.0,687.0
adidas-c-10-white,adidas,c-10,adidas c-10 white,New,13900.0,8.5,,4200.0,0.0,0.0,White/White,8376.0,,13900.0,13900.0,12500.0,15200.0,,1.0,63.8,13900.0,
adidas-pureboost-legend-ink,adidas,pureboost,adidas pureboost legend ink,New,6600.0,8,21000.0,7700.0,0.0,0.0,,15705.0,2017-07-26,6600.0,6600.0,6000.0,7200.0,,1.0,-58.7,6600.0,1180.0
adidas-stan-smith-recon-off-white,adidas,stan,adidas stan smith recon off white,New,7400.0,8.5,10100.0,,-1500.0,-18.0,Off White/Off White/Off White,12564.0,,16000.0,4600.0,3800.0,11000.0,48.6,6.0,-41.7,8500.0,
adidas-climacool-triple-white,adidas,climacool,adidas climacool triple white,New,12200.0,12,,3600.0,4300.0,55.0,,12564.0,2016-04-02,12200.0,7800.0,10400.0,13900.0,14.4,3.0,-4.4,10000.0,1660.0
nmd-r1-black-graffiti,adidas,r1,nmd r1 black graffiti,New,10500.0,10,10400.0,10500.0,2100.0,24.0,Core Black/Cloud White/Core Black,13611.0,,15900.0,8500.0,8400.0,12600.0,20.6,15.0,-23.8,11900.0,
adidas-nmd-r1-v2-watermelon-pack-pink,adidas,nmd,adidas nmd r1 v2 watermelon pack pink,New,13200.0,9.5,19000.0,15800.0,-2100.0,-14.0,Signal Pink/Signal Pink/Signal Green,14658.0,2020-08-23,21100.0,11600.0,10300.0,16200.0,22.8,7.0,-10.7,15400.0,56.0
adidas-deerupt-s-hi-res-yellow,adidas,deerupt,adidas deerupt s hi res yellow,New,9000.0,9.5,18600.0,7900.0,0.0,0.0,Hi-Res Yellow/Core Black/Cloud White,11517.0,2019-03-20,9000.0,9000.0,8200.0,10000.0,,1.0,-22.7,9000.0,578.0
adidas-superstar-pure-new-york,adidas,superstar,adidas superstar pure new york,New,10000.0,12,9500.0,,0.0,0.0,Core Black/Cloud White/Carbon,11517.0,2020-07-14,10000.0,10000.0,8900.0,10900.0,,1.0,-14.8,10000.0,96.0
adidas-harden-ls-nightlife,adidas,harden,adidas harden ls nightlife,New,21100.0,13.5,19000.0,8900.0,-2600.0,-11.0,,16752.0,2017-07-01,35900.0,11100.0,13000.0,29200.0,38.7,6.0,25.0,21700.0,1205.0
adidas-nmd-hu-pharrell-inspiration-pack-clear-sky,adidas,nmd,adidas nmd hu pharrell inspiration pack clear sky,New,27200.0,11.5,23200.0,28400.0,-1600.0,-6.0,Clear Sky/Core Black/Bold Orange,26175.0,2018-11-10,51200.0,11600.0,22400.0,32100.0,17.7,1072.0,3.2,24800.0,708.0
adidas-predator-19-1-25-years,adidas,predator,adidas predator 19.1 25 years,New,6900.0,9,26400.0,,-7300.0,-52.0,Core Black/Cloud White/Red,20940.0,2019-12-07,21100.0,6900.0,2500.0,11300.0,65.1,6.0,-67.5,12400.0,316.0
adidas-harden-vol-1-black-ops-xeno,adidas,harden,adidas harden vol. 1 black ops xeno,New,8500.0,13.5,,,0.0,0.0,Core Black/Utility Black/Footwear White,14658.0,2017-01-01,8500.0,8500.0,7600.0,9300.0,,1.0,-42.9,8500.0,1386.0
adidas-dame-4-static,adidas,dame,adidas dame 4 static,New,12500.0,13,,10400.0,-3300.0,-21.0,,12040.5,2017-12-15,21100.0,12200.0,8800.0,16200.0,29.6,7.0,2.6,16000.0,1038.0
adidas-dame-4-camp,adidas,dame,adidas dame 4 camp,New,21100.0,10.5,12700.0,,0.0,0.0,Core Black/Hi-Res Blue/Hi-Res Green,12040.5,2018-07-25,21100.0,21100.0,19000.0,23200.0,,1.0,73.9,21100.0,816.0
adidas-pro-model-2g-core-black-cloud-white,adidas,pro,adidas pro model 2g core black cloud white,New,7400.0,10.5,5800.0,5200.0,1400.0,21.0,Core Black/Cloud White/Core Black,10470.0,2019-12-04,11400.0,2700.0,6400.0,8500.0,14.2,147.0,-29.7,5000.0,319.0
adidas-campus-chinese-new-year-2019,adidas,campus,adidas campus chinese new year (2019),New,6400.0,10,,4200.0,-9400.0,-60.0,Core Black/Grey One/Crystal White,13611.0,2019-01-19,15900.0,5300.0,2100.0,10700.0,68.3,4.0,-53.8,8400.0,638.0
adidas-ultra-boost-dna-black-purple,adidas,ultra,adidas ultra boost dna black purple,New,10300.0,11.5,9100.0,11900.0,-1200.0,-11.0,Core Black/Core Black/Gold Metallic,18846.0,2020-02-11,21100.0,4300.0,8900.0,11600.0,13.0,389.0,-46.1,13000.0,250.0
adidas-ultra-boost-j-d-collective-triple-black,adidas,ultra,adidas ultra boost 1.0 j&d collective triple black,New,37300.0,8.5,18900.0,18400.0,14400.0,63.0,,26698.5,2015-06-06,37300.0,18900.0,32100.0,42400.0,13.8,8.0,38.4,24800.0,1961.0
adidas-nizza-core-black,adidas,nizza,adidas nizza core black,New,6100.0,9.5,5700.0,4500.0,300.0,4.0,Core Black/Cloud White/Cloud White,6282.0,,12700.0,5800.0,2900.0,9200.0,52.9,3.0,-5.0,8200.0,
