id,brand,model,product_name,condition,last_sale,last_sale_size,lowest_ask,highest_bid,since_last_sale_dollar,since_last_sale_percent,colorway,retail_price,release_date,high_52_week,low_52_week,low_12_month_trade,high_12_month_trade,volatility,num_sales_12_month,price_premium_12_month,avg_sale_price_12_month,period
adidas-torsion-trdc-clear-brown-glory-green-w,adidas,torsion,adidas torsion trdc clear brown glory green (w),New,7300.0,8.5,12300.0,,0.0,0.0,Clear Brown/Core Black/Glory Green,13611.0,2020-01-17,7300.0,7300.0,6600.0,8100.0,,1.0,-46.9,7300.0,275.0
adidas-palace-pro-2-white-orange,adidas,palace,adidas palace pro 2 white orange,New,8500.0,9.5,23700.0,3500.0,-9200.0,-52.0,,16752.0,2017-10-27,24800.0,8500.0,2600.0,14400.0,69.6,4.0,-50.0,17500.0,1087.0
adidas-powerphase-ice-purple,adidas,powerphase,adidas powerphase ice purple,New,6700.0,9.5,6300.0,5200.0,500.0,7.0,Ice Purple/Ice Purple/Off White,11517.0,2019-05-18,9500.0,4800.0,5300.0,8100.0,19.8,13.0,-42.7,7200.0,519.0
adidas-nmd-r1-black-reflective,adidas,nmd,adidas nmd r1 black reflective,New,21100.0,10,13200.0,22900.0,2900.0,16.0,,13611.0,2016-08-18,21100.0,8900.0,17100.0,25100.0,18.8,11.0,53.8,16000.0,1522.0
adidas-nmd-r1-collegiate-navy-olive-cargo,adidas,nmd,adidas nmd r1 collegiate navy olive cargo,New,9500.0,12,13200.0,7000.0,-4200.0,-31.0,,13611.0,2017-08-01,18400.0,9500.0,6400.0,12700.0,33.2,4.0,-30.8,13800.0,1174.0
adidas-nite-jogger-silver-metallic,adidas,nite,adidas nite jogger silver metallic,New,10600.0,13,6400.0,5700.0,5000.0,89.0,Silver Metallic/Light Solid Grey/Core Black,13611.0,,10600.0,5600.0,8800.0,12400.0,16.7,5.0,-23.1,7100.0,
adidas-harden-vol-2-lift-off,adidas,harden,adidas harden vol. 2 lift off,New,11100.0,9,10600.0,13100.0,700.0,6.0,Core Black/Scarlet/Grey,14658.0,2018-04-15,13600.0,4800.0,9300.0,12900.0,16.1,34.0,-25.0,10400.0,917.0
adidas-tubular-doom-triple-black,adidas,tubular,adidas tubular doom triple black,New,20900.0,10.5,12800.0,,11800.0,129.0,,17275.5,2016-04-16,21400.0,8100.0,15800.0,26100.0,24.9,10.0,20.0,14200.0,1646.0
adidas-yeezy-boost-350-v2-clay,adidas,yeezy,adidas yeezy boost 350 v2 clay,New,36900.0,13,29000.0,69000.0,-24700.0,-40.0,Clay/Clay/Clay,23034.0,2019-03-30,102000.0,18500.0,24300.0,49600.0,34.2,8349.0,59.1,37600.0,568.0
adidas-spirit-low-raf-simons-red,adidas,spirit,adidas spirit low raf simons red,New,12200.0,10.5,8700.0,5100.0,2200.0,21.0,Scarlet/Scarlet/Surf Petrol,25128.0,2018-01-01,12200.0,4300.0,9900.0,14500.0,19.0,8.0,-52.1,9400.0,1021.0
adidas-eqt-gazelle-linen-semi-solar-yellow,adidas,eqt,adidas eqt gazelle linen semi solar yellow,New,5200.0,9.5,4500.0,2600.0,-600.0,-11.0,Linen/Linen/Semi Solar Yellow,11517.0,2019-07-20,12700.0,4100.0,4600.0,5800.0,12.2,36.0,-55.5,6700.0,456.0
adidas-pod-s3-1-core-black-clear-orange,adidas,pod-s3.1,adidas pod-s3.1 core black clear orange,New,8200.0,8,12700.0,8600.0,1800.0,28.0,Core Black/Core Black/Clear Orange,12564.0,2018-08-16,8500.0,4300.0,6800.0,9500.0,16.9,9.0,-35.8,6200.0,794.0
adidas-y-3-ayero-core-black,adidas,y-3,adidas y-3 ayero core black,New,34100.0,11.5,,,15000.0,78.0,,36645.0,2017-09-30,34100.0,19100.0,26600.0,41500.0,21.9,2.0,-7.8,26600.0,1114.0
adidas-nizza-hi-alife-new-york-artist-proof,adidas,nizza,adidas nizza hi alife new york artist proof,New,16900.0,10.5,15900.0,13900.0,3200.0,23.0,White/Black/White,12564.0,2019-06-20,27000.0,13800.0,11200.0,22600.0,33.7,3.0,33.3,19200.0,486.0
adidas-alphabounce-trace-olive,adidas,alphabounce,adidas alphabounce trace olive,New,8500.0,10.5,6200.0,5200.0,1100.0,14.0,Trace Olive/Trace Cargo/Grey,11517.0,2017-01-01,8500.0,2700.0,6500.0,10500.0,23.3,17.0,-27.3,5100.0,1386.0
adidas-ultra-boost-19-linen-core-black,adidas,ultra,adidas ultra boost 19 linen core black,New,12400.0,9,12300.0,8400.0,5000.0,67.0,Linen/Core Black/Clear Brown,18846.0,2019-11-01,19000.0,7400.0,9000.0,15800.0,27.0,27.0,-35.0,12900.0,352.0
adidas-detroit-runner-raf-simons-red-silver,adidas,detroit,adidas detroit runner raf simons red silver,New,18500.0,8,18500.0,10500.0,-1700.0,-9.0,Red/Silver-White,46068.0,,31600.0,14600.0,13600.0,23300.0,26.2,11.0,-60.2,19400.0,
adidas-accelerator-cleat-david-beckham-white,adidas,accelerator,adidas accelerator cleat david beckham white,New,28300.0,10,31700.0,15800.0,-2000.0,-7.0,,36645.0,2017-10-31,34200.0,21000.0,24600.0,32100.0,13.2,11.0,-23.4,30300.0,1083.0
adidas-nite-jogger-silver-metallic-pink,adidas,nite,adidas nite jogger silver metallic pink,New,12700.0,9.5/10.5W,10100.0,2600.0,0.0,0.0,Core Black / Silver Metallic / Cloud White,13611.0,,12700.0,12700.0,11400.0,14000.0,,1.0,-7.7,12700.0,
adidas-bw-army-oyster-holdings,adidas,bw,adidas bw army oyster holdings,New,9500.0,9.5,9500.0,7300.0,2700.0,38.0,Cloud White/Off White/Core Black,15705.0,2018-09-28,13800.0,4300.0,6900.0,12200.0,27.4,15.0,-40.0,8700.0,751.0
adidas-stockholm-gore-tex-blue,adidas,stockholm,adidas stockholm gore-tex blue,New,20900.0,9,27700.0,14200.0,0.0,0.0,,14553.300000000001,2017-12-06,20900.0,20900.0,18800.0,23000.0,,1.0,42.4,20900.0,1047.0
adidas-nmd-c1-porter-black-blue,adidas,nmd,adidas nmd c1 porter black blue,New,9000.0,9.5,10600.0,8400.0,2700.0,42.0,,16752.0,2017-06-10,39500.0,5300.0,500.0,17500.0,95.7,23.0,-46.9,10100.0,1226.0
adidas-torsion-adilette-raf-simons,adidas,torsion,adidas torsion adilette raf simons,New,12700.0,12,10539400.0,10500.0,4100.0,46.0,Cloud White/Core Black/Light Grey,13611.0,2019-06-14,12700.0,5300.0,10600.0,14800.0,16.3,14.0,-7.7,8300.0,492.0
adidas-nmd-hu-china-pack-happy-gold,adidas,pharrell,adidas pharrell nmd hu china pack happy (gold) (friends and family),New,396800.0,7.5,632400.0,526900.0,0.0,0.0,Gold/White,26175.0,2018-05-12,396800.0,396800.0,357100.0,436400.0,,1.0,1405.6,396800.0,890.0
adidas-ultra-tech-gtx-livestock,adidas,ultra,adidas ultra tech gtx livestock,New,14300.0,9,14300.0,11100.0,-15300.0,-52.0,Yellow/Yellow/Core Black,18846.0,2018-09-29,29700.0,7400.0,9300.0,19200.0,34.8,19.0,-25.0,13200.0,750.0
adidas-nemeziz-19-fg-core-black,adidas,nemeziz,adidas nemeziz 19+ fg core black,New,19900.0,9,19200.0,,0.0,0.0,Core Black/Core Black/Solid Grey,28792.5,2019-01-01,19900.0,19900.0,17900.0,21900.0,,1.0,-31.7,19900.0,656.0
adidas-superstar-80s-black-chalk-white,adidas,superstar,adidas superstar 80s black chalk white,New,5800.0,7,,5600.0,0.0,0.0,Black One/White/Chalk Two,8376.0,,10100.0,3700.0,4300.0,7400.0,27.9,12.0,-31.3,6200.0,
adidas-crazy-8-adv-black,adidas,crazy,adidas crazy 8 adv black,New,11400.0,7,8000.0,10500.0,-200.0,-2.0,,14658.0,2017-11-23,17000.0,5300.0,8900.0,14000.0,22.0,19.0,-22.9,10700.0,1060.0
adidas-js-wings-glow-in-the-dark,adidas,js,adidas js wings glow-in-the-dark,New,58000.0,11.5,36400.0,16100.0,21100.0,57.0,Hydra/Hydra/Black 1,20940.0,2011-03-01,58000.0,36900.0,49100.0,67000.0,15.5,3.0,175.0,45700.0,3519.0
adidas-ultra-boost-disney-goofy,adidas,ultra,adidas ultra boost disney goofy,New,12700.0,11,12000.0,14200.0,-1500.0,-11.0,Black/Black/Black,18846.0,,34300.0,7400.0,10500.0,14900.0,17.6,173.0,-33.3,15900.0,
adidas-copa-19-1-tr-adv-naruto-kakashi-hatake,adidas,copa,adidas copa 19.1 tr adv naruto kakashi hatake,New,42200.0,12,37100.0,31600.0,16300.0,63.0,Rich Blue/Aeroblue/Raw Khaki,20940.0,2019-08-30,42200.0,23800.0,34000.0,50400.0,19.5,3.0,100.0,30600.0,415.0
adidas-zx-8000-og-aqua-2020,adidas,zx,adidas zx 8000 og aqua (2020),New,11300.0,5.5,9000.0,9300.0,-2900.0,-21.0,Clear Aqua/Light Aqua/Shock Yellow,13611.0,2020-01-02,23600.0,3200.0,7700.0,14900.0,31.8,1024.0,-18.0,12100.0,290.0
adidas-ultra-boost-4-miami-hurricanes,adidas,ultra,adidas ultra boost 4.0 miami hurricanes,New,8000.0,7.5,7400.0,15800.0,1400.0,21.0,Dark Green/Cloud White/Collegiate Orange,18846.0,2018-12-02,23100.0,4300.0,4900.0,11000.0,38.1,343.0,-58.3,10300.0,686.0
adidas-ultra-boost-uncaged-mystery-red,adidas,ultra,adidas ultra boost uncaged mystery red,New,15300.0,11,11600.0,13400.0,-2100.0,-12.0,,18846.0,2016-11-30,23100.0,7300.0,11300.0,19300.0,26.5,14.0,-19.4,14300.0,1418.0
adidas-rivalry-low-star-wars,adidas,rivalry,adidas rivalry low star wars,New,6900.0,8,8300.0,6800.0,-4700.0,-41.0,Core Black/Scarlet/Maroon,8376.0,2019-12-02,26400.0,6100.0,5000.0,8800.0,28.1,21.0,-18.8,10400.0,321.0
adidas-lacombe-hender-scheme-white,adidas,lacombe,adidas lacombe hender scheme white,New,12400.0,12,12500.0,10500.0,7000.0,130.0,Cloud White/Black/Off White,18846.0,2019-05-07,15300.0,4300.0,9100.0,15600.0,26.4,12.0,-35.0,9600.0,530.0
adidas-i-5923-neighborhood-olive,adidas,i-5923,adidas i-5923 neighborhood olive,New,11600.0,7,7100.0,7300.0,2300.0,24.0,Black/Black/Core Black,24081.0,2018-09-01,13200.0,3700.0,10200.0,13100.0,12.8,46.0,-52.2,8300.0,778.0
adidas-dame-dolla-carbon,adidas,dame,adidas dame dolla carbon,New,14700.0,11,11600.0,3700.0,0.0,0.0,Core Black/Carbon/Light Solid Grey,13087.5,2018-03-03,14700.0,14700.0,13200.0,16200.0,,1.0,11.2,14700.0,960.0
adidas-ozweego-orange-gs,adidas,ozweego,adidas ozweego orange (youth),New,9000.0,7,13700.0,11200.0,-3700.0,-30.0,Hi-Res Coral/Semi Coral/Solar Orange,9423.0,2019-08-28,16900.0,6400.0,6200.0,11900.0,31.7,27.0,-5.6,12000.0,417.0
adidas-y-3-adizero-runner-red,adidas,y-3,adidas y-3 adizero runner red,New,5300.0,10,12900.0,7200.0,0.0,0.0,Red/Footwear White/Core Black,31410.0,2019-01-01,5300.0,5300.0,4800.0,5800.0,,1.0,-83.3,5300.0,656.0
adidas-d-lillard-2-rip-city,adidas,d,adidas d lillard 2 rip city,New,19200.0,12,42100.0,15800.0,0.0,0.0,Footwear White/Core Black/Scarlet,10993.5,2015-12-14,19200.0,19200.0,17300.0,21100.0,,1.0,73.3,19200.0,1770.0
adidas-ozweego-core-black-solar-green-gs,adidas,ozweego,adidas ozweego core black solar green (youth),New,6800.0,6,6400.0,,500.0,7.0,Core Black/Solar Green/Onix,9423.0,2019-08-14,13100.0,5300.0,4400.0,9300.0,36.9,7.0,-28.4,7600.0,431.0
adidas-copa-19-1-firm-ground-cleat-off-white-solar-red,adidas,copa,adidas copa 19.1 firm ground cleat off white solar red,New,3700.0,11,,3700.0,0.0,0.0,Off White/Solar Red/Core Black,21987.0,2018-11-13,3700.0,3700.0,3400.0,4200.0,,1.0,-83.3,3700.0,705.0
adidas-crazy-light-boost-2018-black-white,adidas,crazy,adidas crazy light boost 2018 black white,New,7700.0,8.5,14000.0,,-5900.0,-43.0,Core Black/Footwear White/Carbon,12564.0,2018-01-01,13600.0,6600.0,5700.0,9700.0,26.1,13.0,-39.2,7800.0,1021.0
adidas-golf-20-palace-white,adidas,golf,adidas golf 2.0 palace white,New,27800.0,12,31700.0,19400.0,4600.0,20.0,White/White/White,18636.600000000002,2020-02-21,36900.0,19500.0,23400.0,32100.0,15.7,18.0,47.8,26800.0,240.0
adidas-pureboost-dpr-triple-black,adidas,pureboost,adidas pureboost dpr triple black,New,7400.0,8.5,10500.0,5900.0,1600.0,27.0,Core Black/Core Black/Core Black,17799.0,2017-12-01,13200.0,5800.0,4800.0,10100.0,35.0,5.0,-58.8,9000.0,1052.0
adidas-pure-boost-trace-pink,adidas,pure,adidas pure boost trace pink,New,6900.0,11.5,5800.0,5200.0,1100.0,18.0,,17799.0,2017-06-16,9600.0,4800.0,6200.0,7500.0,9.9,24.0,-61.9,6600.0,1220.0
adidas-human-race-nmd-hu-pharrell-you-nerd,adidas,nmd,adidas nmd hu pharrell y.o.u. n.e.r.d.,New,316200.0,11,105400.0,174300.0,159200.0,101.0,,25128.0,2017-11-04,316200.0,121300.0,242400.0,390100.0,23.4,12.0,1150.0,215600.0,1079.0
adidas-superstar-white-mountaineering-core-black,adidas,superstar,adidas superstar white mountaineering core black,New,5800.0,9.5,9500.0,7500.0,-1000.0,-15.0,Core Black/Multi Solid Grey/Running White,15705.0,2018-01-26,8100.0,5800.0,5000.0,6700.0,15.3,3.0,-63.3,6900.0,996.0
adidas-advantage-clean-vs-footwear-white,adidas,advantage,adidas advantage clean vs footwear white,New,6900.0,9.5,6900.0,4200.0,0.0,0.0,Footwear White/Footwear White/Collegiate Navy,5758.5,2017-01-01,6900.0,6900.0,6300.0,7600.0,,2.0,18.2,6900.0,1386.0
adidas-pulseboost-hd-grey-one,adidas,pulseboost,adidas pulseboost hd grey one,New,6900.0,11,6800.0,2700.0,0.0,0.0,Grey One/Silver Metallic/Cloud White,14658.0,2019-06-20,13600.0,6400.0,4500.0,9300.0,35.6,8.0,-53.6,8400.0,486.0
adidas-continental-80-black-gum,adidas,continental,adidas continental 80 black gum,New,5200.0,8.5,4800.0,4000.0,2100.0,63.0,Core Black/Grey Three/Gum,8376.0,2018-12-07,8700.0,2700.0,4200.0,6300.0,21.4,59.0,-38.8,4700.0,681.0
adidas-ultra-boost-uncaged-collegiate-navy,adidas,ultra,adidas ultra boost uncaged collegiate navy,New,9500.0,8,19500.0,23800.0,-11200.0,-54.0,,18846.0,2016-07-27,23800.0,9500.0,3900.0,15100.0,58.4,7.0,-50.0,15200.0,1544.0
adidas-ultra-boost-undefeated-performance-running-grey,adidas,ultra,adidas ultra boost undefeated performance running grey,New,8400.0,8.5,8400.0,10000.0,-1600.0,-17.0,Shift Grey/Cinder/Utility Black,23034.0,2018-11-09,21100.0,6900.0,6000.0,10800.0,29.7,166.0,-64.1,12600.0,709.0
adidas-ultra-boost-19-david-beckham-triple-crown-20th-anniversary,adidas,ultra,adidas ultra boost 19 david beckham triple crown 20th anniversary,New,16600.0,10,17900.0,15400.0,-3900.0,-19.0,Cloud White/Cloud White/Solar Red,18846.0,2019-11-04,28100.0,11500.0,12200.0,21000.0,26.9,74.0,-12.8,17700.0,349.0
adidas-nmd-r1-v2-tokyo-nights,adidas,nmd,adidas nmd r1 v2 tokyo nights,New,10500.0,10.5,8900.0,8400.0,-5600.0,-35.0,Core Black/Bold Pink/Bold Aqua,14658.0,2020-07-24,22700.0,7400.0,7700.0,13200.0,25.8,43.0,-29.3,12000.0,86.0
adidas-eqt-running-guidance-highs-and-lows,adidas,eqt,adidas eqt running guidance highs and lows,New,38700.0,9.5,27500.0,22300.0,9700.0,33.0,,14134.5,2014-12-06,38700.0,26300.0,33900.0,43600.0,12.5,4.0,171.7,30500.0,2143.0
adidas-nmd-r1-v2-cloud-white-neon,adidas,nmd_r1,adidas nmd_r1 v2 cloud white neon,New,8500.0,8.5,10600.0,10500.0,1100.0,14.0,Cloud White / Cloud White / Core Black,13611.0,,25800.0,6900.0,4700.0,12300.0,44.9,14.0,-38.5,13300.0,
adidas-eqt-support-93-17-white-turbo-red,adidas,eqt,adidas eqt support 93/17 white red,New,14500.0,8.5,15300.0,21600.0,-5500.0,-28.0,,18846.0,2017-03-23,22300.0,8500.0,10800.0,18200.0,25.2,52.0,-23.9,17100.0,1305.0
adidas-nite-jogger-jet-set-new-york,adidas,nite,adidas nite jogger jet set new york,New,19800.0,10,12200.0,10500.0,-100.0,-1.0,Core Black/Cloud White/Hi-Res Orange,15705.0,2019-03-02,21100.0,13200.0,16700.0,22800.0,15.7,4.0,24.7,18500.0,596.0
adidas-nmd-r1-transmission-pack-active-red,adidas,nmd,adidas nmd r1 transmission pack active red,New,9100.0,10.5,6600.0,8400.0,-2000.0,-18.0,Active Red/Core Black/Collegiate Royal,13611.0,2019-08-01,13400.0,3400.0,7300.0,10900.0,20.0,209.0,-33.8,7800.0,444.0
adidas-ultra-boost-2020-iss-us-national-lab-solar-red,adidas,ultra,adidas ultra boost 2020 iss us national lab solar red,New,9300.0,8.5,8000.0,9600.0,-1700.0,-16.0,Solar Red/Blue Violet Metallic/Footwear White,18846.0,2019-12-05,18700.0,5300.0,7400.0,11300.0,21.1,142.0,-51.0,10700.0,318.0
adidas-zx-runner-4d-aqua,adidas,zx,adidas zx runner 4d aqua,New,27200.0,10,23200.0,37400.0,500.0,2.0,Light Aqua/Yellow Tint/Purple,20940.0,2020-10-16,52600.0,16500.0,26000.0,28500.0,4.7,47.0,29.0,27800.0,2.0
adidas-ultra-boost-4pt0-triple-black,adidas,ultra,adidas ultra boost 4.0 triple black,New,16900.0,8,16900.0,28900.0,8500.0,100.0,,20940.0,2017-11-30,41000.0,8500.0,9500.0,24300.0,43.6,402.0,-20.0,22700.0,1053.0
adidas-alphabounce-beyond-raw-grey-hi-res-orange,adidas,alphabounce,adidas alphabounce beyond raw grey hi res orange,New,7400.0,11,,3700.0,-1000.0,-12.0,Raw Grey/Hi-Res Orange/Legend Ink,10470.0,2018-01-01,10600.0,7400.0,6200.0,8700.0,17.8,3.0,-30.0,8800.0,1021.0
adidas-eqt-support-adv-kinetic-maroon-grey,adidas,eqt,adidas eqt support adv kinetic maroon grey,New,5300.0,12,13800.0,4200.0,0.0,0.0,Solid Grey/Core Black/Maroon,11517.0,2017-01-01,5300.0,5300.0,4800.0,5800.0,,1.0,-54.5,5300.0,1386.0
adidas-ultra-boost-4-game-of-thrones-targaryen,adidas,ultra,adidas ultra boost 4.0 game of thrones targaryen dragons,New,19000.0,10.5,16400.0,20000.0,10100.0,112.0,Black/Grey/White,20940.0,2019-03-22,54900.0,8100.0,14400.0,23700.0,24.2,577.0,-10.0,21900.0,576.0
adidas-crazy-byw-eric-emanuel,adidas,crazy,adidas crazy byw eric emanuel,New,8700.0,10,8000.0,3300.0,-700.0,-8.0,Maroon/Cream White/Real Pink,20940.0,2018-12-07,10700.0,4300.0,6800.0,10600.0,22.0,14.0,-59.0,7600.0,681.0
adidas-harden-vol-3-drew-league,adidas,harden,adidas harden vol. 3 drew league,New,15900.0,12,13500.0,8400.0,-1000.0,-6.0,College Purple/Black/Hi-Res Aqua,16752.0,2018-10-31,19700.0,7200.0,12000.0,19800.0,24.9,63.0,-6.3,11200.0,718.0
adidas-eqt-support-rf-core-black-camo,adidas,eqt,adidas eqt support rf core black camo,New,8000.0,13,12700.0,,-2100.0,-21.0,,10470.0,2017-03-23,11600.0,6900.0,6200.0,9700.0,23.3,4.0,-25.0,9100.0,1305.0
adidas-ultra-boost-uncaged-hypebeast,adidas,ultra,adidas ultra boost uncaged hypebeast,New,65200.0,9,81000.0,44200.0,-16400.0,-20.0,,18846.0,2015-12-12,84400.0,36900.0,49700.0,80700.0,23.9,13.0,243.3,67600.0,1772.0
adidas-ultra-boost-19-white-blue,adidas,ultra,adidas ultra boost 19 white blue,New,10600.0,10.0,9400.0,8600.0,-500.0,-5.0,Cloud White/Blue,18846.0,2019-07-01,15300.0,4300.0,8000.0,13200.0,25.2,213.0,-44.4,9900.0,475.0
adidas-the-kobe-sunshine,adidas,the,adidas the kobe sunshine,New,39600.0,11,50100.0,49300.0,-2500.0,-6.0,Sunshine/Black,13087.5,2001-01-01,58500.0,21100.0,29600.0,49700.0,25.5,13.0,200.3,40800.0,7230.0
adidas-stan-smith-lush-red,adidas,stan,adidas stan smith lush red,New,7800.0,13/14W,5300.0,6800.0,-2300.0,-23.0,Cloud White / Cloud White / Lush Red,8376.0,,10200.0,5300.0,6700.0,9000.0,15.3,12.0,-7.5,7500.0,
adidas-ultra-boost-beyonce-ivy-park,adidas,ultra,adidas ultra boost beyonce ivy park,New,13200.0,7,21700.0,30500.0,2700.0,25.0,Maroon/Maroon/Solar Orange,20940.0,2020-01-18,53500.0,2700.0,6900.0,19500.0,48.2,1824.0,-37.5,25100.0,274.0
adidas-deerupt-black-white,adidas,deerupt,adidas deerupt black white,New,8000.0,12.5,7300.0,4400.0,-1500.0,-16.0,Core Black/Core Black/Running White,10470.0,2018-03-22,15300.0,2700.0,6400.0,9500.0,19.3,19.0,-25.0,8700.0,941.0
adidas-boost-slide-pharrell-semi-solar-pink,adidas,boost,adidas boost slide pharrell semi solar pink,New,18500.0,13,6900.0,5700.0,800.0,4.0,Semi Solar Pink/Semi Solar Pink/Semi Solar Pink,10470.0,2020-08-01,19000.0,5300.0,14600.0,22500.0,21.6,40.0,75.4,11500.0,78.0
adidas-ultra-boost-rainy-season-china,adidas,ultra,adidas ultra boost rainy season (china),New,19500.0,10.5,17400.0,20500.0,-5000.0,-21.0,Core Black/Multi/Core Black,18846.0,2019-07-27,42200.0,10600.0,15500.0,23600.0,20.5,83.0,2.8,19000.0,449.0
adidas-y-3-hicho-black,adidas,y-3,adidas y-3 hicho black,New,37000.0,8,24700.0,10700.0,0.0,0.0,Core Black/Core White/Black,29316.0,2020-07-15,37000.0,37000.0,33400.0,40700.0,,1.0,25.4,37000.0,95.0
adidas-handball-spezial-grey-coral-gum,adidas,handball,adidas handball spezial grey coral gum,New,10100.0,10,21200.0,10500.0,-1500.0,-14.0,Grey Two/Gold Metallic/Flash Coral,10470.0,2019-01-01,15900.0,10100.0,7600.0,12500.0,24.4,3.0,-5.0,12500.0,656.0
adidas-nmd-r1-japan-black-2019,adidas,nmd,adidas nmd r1 japan black (2019),New,18000.0,8.5,13800.0,19900.0,1700.0,10.0,Core Black/Core Black/Cloud White,14658.0,2019-03-01,31100.0,6400.0,14200.0,21800.0,21.4,716.0,21.4,19000.0,597.0
adidas-pureboost-go-core-black-cloud-white,adidas,pureboost,adidas pureboost go core black cloud white,New,13800.0,9.5,6900.0,5200.0,6000.0,76.0,Core Black/Cloud White/Carbon,14658.0,2018-01-01,13800.0,5800.0,11000.0,16500.0,20.0,6.0,-7.0,9200.0,1021.0
adidas-stan-smith-primeknit-triple-white,adidas,stan,adidas stan smith primeknit triple white,New,11700.0,10.5,12600.0,8500.0,3300.0,38.0,,12040.5,2015-05-01,11700.0,5600.0,9200.0,14200.0,21.3,3.0,-3.9,8600.0,1997.0
adidas-zurro-spzl-bold-blue-bright-yellow,adidas,zurro,adidas zurro spzl bold blue bright yellow,New,12900.0,9,12700.0,8900.0,6400.0,96.0,Bold Blue/Bright Yellow/Bold Blue,9423.0,2020-06-11,23900.0,5600.0,9700.0,16100.0,24.3,101.0,35.6,16100.0,129.0
adidas-dame-5-glow-in-the-dark,adidas,dame,adidas dame 5 glow-in-the-dark,New,6400.0,8,7500.0,5200.0,-500.0,-8.0,Grey Six/Grey Four/Core Black,12040.5,2019-06-01,10600.0,4600.0,4900.0,7800.0,23.2,13.0,-47.8,6700.0,505.0
adidas-alphabounce-parley-carbon,adidas,alphabounce,adidas alphabounce parley carbon,New,11900.0,10.5,10600.0,12400.0,3900.0,49.0,Carbon/Blue Spirit/Footwear White,16752.0,2018-04-22,15800.0,7200.0,9400.0,14300.0,20.8,10.0,-30.0,10500.0,910.0
adidas-prophere-core-black-solar-red-w,adidas,prophere,adidas prophere core black solar red (w),New,6900.0,7,6900.0,,2200.0,44.0,,12564.0,2017-12-15,6900.0,4800.0,6100.0,7700.0,12.8,3.0,-45.8,5700.0,1038.0
adidas-novaturbo-core-black-mesa,adidas,novaturbo,adidas novaturbo core black mesa,New,13800.0,5.5,19200.0,3500.0,3200.0,30.0,Core Black/Active Gold/Mesa,15705.0,2020-02-28,13800.0,5300.0,10700.0,16800.0,22.1,4.0,-13.3,10100.0,233.0
adidas-ultra-boost-30-tech-rust,adidas,ultra,adidas ultra boost 3.0 tech rust,New,26200.0,10,18500.0,19000.0,9300.0,55.0,,18846.0,2017-05-31,30200.0,14300.0,22700.0,29700.0,13.2,31.0,37.7,20500.0,1236.0
adidas-ultra-boost-atr-mid-burgundy,adidas,ultra,adidas ultra boost atr mid burgundy,New,6700.0,10.5,29600.0,8400.0,-4900.0,-43.0,,25128.0,2017-10-05,29300.0,6700.0,1300.0,12100.0,81.6,12.0,-73.8,13300.0,1109.0
adidas-pure-boost-2017-core-black-cardinal,adidas,pureboost,adidas pureboost 2017 core black cardinal,New,15800.0,11,,7900.0,0.0,0.0,,14658.0,2017-01-18,15800.0,15800.0,14200.0,17300.0,,1.0,6.4,15800.0,1369.0
adidas-yeezy-500-utility-black,adidas,yeezy,adidas yeezy 500 utility black,New,54400.0,7.5,48300.0,66500.0,400.0,1.0,Utility Black/Utility Black/Utility Black,20940.0,2018-07-07,105400.0,28300.0,43600.0,65300.0,20.0,3221.0,158.0,48700.0,834.0
adidas-nite-jogger-core-black-could-white,adidas,nite,adidas nite jogger core black could white,New,6900.0,10.5,4800.0,6800.0,-1500.0,-19.0,Core Black/Cloud White/Solar Orange,13611.0,,12000.0,4800.0,5700.0,8100.0,16.6,91.0,-50.0,7100.0,
palace-pro-white-red-gold,adidas,pro,palace pro white red gold,New,22600.0,8.5,30500.0,29500.0,-4700.0,-17.0,,13611.0,2015-10-15,27300.0,22600.0,20300.0,25000.0,10.4,2.0,64.8,25000.0,1830.0
adidas-nemeziz-tango-17-ultra-boost-clear-brown,adidas,nemeziz,adidas nemeziz tango 17 ultra boost clear brown,New,15600.0,12,13600.0,21000.0,-15600.0,-50.0,,20940.0,2017-11-02,31400.0,15600.0,7800.0,23400.0,50.2,2.0,-26.0,23400.0,1081.0
adidas-ashurst-spzl-grey-one-yellow,adidas,ashurst,adidas ashurst spzl grey one yellow,New,13800.0,11,11600.0,9400.0,1400.0,11.0,Grey One/Yellow/Core Black,8376.0,2020-06-11,23900.0,8700.0,9600.0,18000.0,30.1,24.0,63.1,16000.0,129.0
adidas-terrex-norse-projects-layers,adidas,terrex,adidas terrex norse projects layers,New,2900.0,10.5,9000.0,7300.0,-8000.0,-74.0,,17799.0,2017-08-19,14700.0,2900.0,-400.0,6200.0,115.9,12.0,-84.1,9600.0,1156.0
adidas-nmd-xr1-black,adidas,nmd,adidas nmd xr1 triple black,New,13800.0,12,19000.0,26200.0,-11500.0,-46.0,,16752.0,2017-04-06,33700.0,13800.0,8900.0,18600.0,35.3,36.0,-18.8,22700.0,1291.0
adidas-tubular-dusk-core-black-cloud-white,adidas,tubular,adidas tubular dusk core black cloud white,New,8000.0,10.5,,6300.0,0.0,0.0,Core Black/Cloud White/Solar Red,10470.0,2018-07-03,8000.0,4300.0,6300.0,9600.0,22.0,3.0,-25.0,6700.0,838.0
